date,product,demand,lead_time_days,material_available,supplier_delay,machine_capacity,machine_downtime,labor_available,absenteeism,effective_labor,effective_capacity,effective_material,month,day_of_week,lag_1,lag_7
2023-06-24,Laptop,177,4,103,0,120,0,99,0,99.0,120.0,103.0,6,5,167.0,182.0
2023-06-25,Laptop,185,6,191,0,162,0,137,1,109.60000000000001,162.0,191.0,6,6,177.0,182.0
2023-06-26,Laptop,176,6,162,0,184,0,176,0,176.0,184.0,162.0,6,0,185.0,179.0
2023-06-27,Laptop,194,2,105,0,150,0,160,0,160.0,150.0,105.0,6,1,176.0,175.0
2023-06-28,Laptop,173,2,128,0,231,0,142,0,142.0,231.0,128.0,6,2,194.0,179.0
2023-06-29,Laptop,170,7,225,0,234,0,109,0,109.0,234.0,225.0,6,3,173.0,170.0
2023-06-30,Laptop,179,7,171,0,238,1,158,0,158.0,166.6,171.0,6,4,170.0,167.0
2023-07-01,Laptop,194,6,147,0,227,0,158,0,158.0,227.0,147.0,7,5,179.0,177.0
2023-07-02,Laptop,203,5,161,1,201,1,91,0,91.0,140.7,96.6,7,6,194.0,185.0
2023-07-03,Laptop,188,5,207,1,150,0,110,0,110.0,150.0,124.19999999999999,7,0,203.0,176.0
2023-07-04,Laptop,190,7,105,0,169,0,171,1,136.8,169.0,105.0,7,1,188.0,194.0
2023-07-05,Laptop,185,6,222,0,176,0,101,0,101.0,176.0,222.0,7,2,190.0,173.0
2023-07-06,Laptop,189,4,195,0,186,0,127,0,127.0,186.0,195.0,7,3,185.0,170.0
2023-07-07,Laptop,188,3,200,0,170,0,167,0,167.0,170.0,200.0,7,4,189.0,179.0
2023-07-08,Laptop,192,7,244,0,178,0,156,0,156.0,178.0,244.0,7,5,188.0,194.0
2023-07-09,Laptop,201,4,229,0,133,0,120,1,96.0,133.0,229.0,7,6,192.0,203.0
2023-07-10,Laptop,210,7,160,0,148,1,137,0,137.0,103.6,160.0,7,0,201.0,188.0
2023-07-11,Laptop,222,8,127,1,216,0,170,0,170.0,216.0,76.2,7,1,210.0,190.0
2023-07-12,Laptop,209,7,203,0,171,0,164,0,164.0,171.0,203.0,7,2,222.0,185.0
2023-07-13,Laptop,199,9,208,1,188,1,118,0,118.0,131.6,124.8,7,3,209.0,189.0
2023-07-14,Laptop,221,5,198,0,232,0,170,0,170.0,232.0,198.0,7,4,199.0,188.0
2023-07-15,Laptop,208,2,119,0,135,1,102,0,102.0,94.5,119.0,7,5,221.0,192.0
2023-07-16,Laptop,221,7,113,0,234,0,153,0,153.0,234.0,113.0,7,6,208.0,201.0
2023-07-17,Laptop,219,3,249,0,208,0,142,0,142.0,208.0,249.0,7,0,221.0,210.0
2023-07-18,Laptop,218,5,139,0,139,1,166,1,132.8,97.3,139.0,7,1,219.0,222.0
2023-07-19,Laptop,224,4,207,0,127,0,117,0,117.0,127.0,207.0,7,2,218.0,209.0
2023-07-20,Laptop,236,5,136,1,244,1,146,1,116.80000000000001,170.79999999999998,81.6,7,3,224.0,199.0
2023-07-21,Laptop,219,9,246,1,133,0,176,1,140.8,133.0,147.6,7,4,236.0,221.0
2023-07-22,Laptop,241,5,139,1,138,0,141,0,141.0,138.0,83.39999999999999,7,5,219.0,208.0
2023-07-23,Laptop,231,5,224,0,120,0,124,0,124.0,120.0,224.0,7,6,241.0,221.0
2023-07-24,Laptop,230,9,109,1,201,0,122,0,122.0,201.0,65.39999999999999,7,0,231.0,219.0
2023-07-25,Laptop,238,2,117,0,197,0,162,0,162.0,197.0,117.0,7,1,230.0,218.0
2023-07-26,Laptop,234,4,170,0,183,1,98,0,98.0,128.1,170.0,7,2,238.0,224.0
2023-07-27,Laptop,244,2,189,0,148,0,156,0,156.0,148.0,189.0,7,3,234.0,236.0
2023-07-28,Laptop,243,3,249,0,213,0,125,0,125.0,213.0,249.0,7,4,244.0,219.0
2023-07-29,Laptop,241,2,226,0,237,0,133,0,133.0,237.0,226.0,7,5,243.0,241.0
2023-07-30,Laptop,244,2,228,0,214,0,149,0,149.0,214.0,228.0,7,6,241.0,231.0
2023-07-31,Laptop,224,7,244,0,185,1,176,0,176.0,129.5,244.0,7,0,244.0,230.0
2023-08-01,Laptop,245,5,207,0,129,0,179,0,179.0,129.0,207.0,8,1,224.0,238.0
2023-08-02,Laptop,240,2,235,0,201,0,129,0,129.0,201.0,235.0,8,2,245.0,234.0
2023-08-03,Laptop,249,10,185,1,203,0,154,1,123.2,203.0,111.0,8,3,240.0,244.0
2023-08-04,Laptop,243,2,105,0,214,1,107,0,107.0,149.79999999999998,105.0,8,4,249.0,243.0
2023-08-05,Laptop,228,2,204,0,228,0,155,0,155.0,228.0,204.0,8,5,243.0,241.0
2023-08-06,Laptop,231,8,236,1,194,0,131,0,131.0,194.0,141.6,8,6,228.0,244.0
2023-08-07,Laptop,240,6,166,1,209,0,94,0,94.0,209.0,99.6,8,0,231.0,224.0
2023-08-08,Laptop,220,2,188,0,144,0,147,0,147.0,144.0,188.0,8,1,240.0,245.0
2023-08-09,Laptop,244,7,124,0,208,1,97,0,97.0,145.6,124.0,8,2,220.0,240.0
2023-08-10,Laptop,243,4,139,0,151,0,101,0,101.0,151.0,139.0,8,3,244.0,249.0
2023-08-11,Laptop,218,2,203,0,220,1,151,0,151.0,154.0,203.0,8,4,243.0,243.0
2023-08-12,Laptop,231,3,130,0,140,0,179,0,179.0,140.0,130.0,8,5,218.0,228.0
2023-08-13,Laptop,217,7,116,0,176,0,179,0,179.0,176.0,116.0,8,6,231.0,231.0
2023-08-14,Laptop,244,7,112,1,137,0,154,0,154.0,137.0,67.2,8,0,217.0,240.0
2023-08-15,Laptop,235,4,245,0,216,0,90,0,90.0,216.0,245.0,8,1,244.0,220.0
2023-08-16,Laptop,228,3,143,0,130,0,91,0,91.0,130.0,143.0,8,2,235.0,244.0
2023-08-17,Laptop,236,7,167,0,245,1,133,0,133.0,171.5,167.0,8,3,228.0,243.0
2023-08-18,Laptop,218,8,214,1,164,0,111,0,111.0,164.0,128.4,8,4,236.0,218.0
2023-08-19,Laptop,222,3,207,0,241,0,136,0,136.0,241.0,207.0,8,5,218.0,231.0
2023-08-20,Laptop,228,7,244,1,233,1,99,0,99.0,163.1,146.4,8,6,222.0,217.0
2023-08-21,Laptop,207,8,186,1,145,0,151,0,151.0,145.0,111.6,8,0,228.0,244.0
2023-08-22,Laptop,221,6,211,0,231,1,95,0,95.0,161.7,211.0,8,1,207.0,235.0
2023-08-23,Laptop,232,10,234,1,216,0,132,0,132.0,216.0,140.4,8,2,221.0,228.0
2023-08-24,Laptop,209,7,189,1,157,0,107,0,107.0,157.0,113.39999999999999,8,3,232.0,236.0
2023-08-25,Laptop,206,7,162,0,190,0,149,0,149.0,190.0,162.0,8,4,209.0,218.0
2023-08-26,Laptop,221,5,200,0,219,0,157,0,157.0,219.0,200.0,8,5,206.0,222.0
2023-08-27,Laptop,227,6,163,0,143,0,129,0,129.0,143.0,163.0,8,6,221.0,228.0
2023-08-28,Laptop,220,4,133,0,221,0,155,0,155.0,221.0,133.0,8,0,227.0,207.0
2023-08-29,Laptop,198,5,131,1,148,0,107,0,107.0,148.0,78.6,8,1,220.0,221.0
2023-08-30,Laptop,206,6,194,1,168,1,176,0,176.0,117.6,116.39999999999999,8,2,198.0,232.0
2023-08-31,Laptop,219,7,206,0,132,0,110,0,110.0,132.0,206.0,8,3,206.0,209.0
2023-09-01,Laptop,208,6,123,1,206,1,102,1,81.60000000000001,144.2,73.8,9,4,219.0,206.0
2023-09-02,Laptop,209,7,129,0,121,0,157,0,157.0,121.0,129.0,9,5,208.0,221.0
2023-09-03,Laptop,194,3,206,0,140,0,123,0,123.0,140.0,206.0,9,6,209.0,227.0
2023-09-04,Laptop,210,2,223,0,244,0,130,0,130.0,244.0,223.0,9,0,194.0,220.0
2023-09-05,Laptop,212,6,245,0,129,0,139,0,139.0,129.0,245.0,9,1,210.0,198.0
2023-09-06,Laptop,216,5,247,0,195,0,141,0,141.0,195.0,247.0,9,2,212.0,206.0
2023-09-07,Laptop,200,7,131,0,205,0,97,0,97.0,205.0,131.0,9,3,216.0,219.0
2023-09-08,Laptop,213,9,130,1,126,0,177,0,177.0,126.0,78.0,9,4,200.0,208.0
2023-09-09,Laptop,189,10,168,1,217,0,116,1,92.80000000000001,217.0,100.8,9,5,213.0,209.0
2023-09-10,Laptop,199,10,226,1,155,0,170,0,170.0,155.0,135.6,9,6,189.0,194.0
2023-09-11,Laptop,200,6,119,0,125,0,151,1,120.80000000000001,125.0,119.0,9,0,199.0,210.0
2023-09-12,Laptop,213,7,141,1,191,1,113,0,113.0,133.7,84.6,9,1,200.0,212.0
2023-09-13,Laptop,197,4,110,0,161,0,110,0,110.0,161.0,110.0,9,2,213.0,216.0
2023-09-14,Laptop,213,4,202,0,204,0,137,1,109.60000000000001,204.0,202.0,9,3,197.0,200.0
2023-09-15,Laptop,203,10,153,1,121,0,92,0,92.0,121.0,91.8,9,4,213.0,213.0
2023-09-16,Laptop,188,4,210,0,170,0,108,0,108.0,170.0,210.0,9,5,203.0,189.0
2023-09-17,Laptop,195,10,201,1,170,0,175,0,175.0,170.0,120.6,9,6,188.0,199.0
2023-09-18,Laptop,200,6,149,0,135,0,157,0,157.0,135.0,149.0,9,0,195.0,200.0
2023-09-19,Laptop,210,4,135,0,214,0,108,0,108.0,214.0,135.0,9,1,200.0,213.0
2023-09-20,Laptop,211,2,138,0,248,0,155,0,155.0,248.0,138.0,9,2,210.0,197.0
2023-09-21,Laptop,201,6,100,0,239,0,164,1,131.20000000000002,239.0,100.0,9,3,211.0,213.0
2023-09-22,Laptop,207,3,132,0,199,0,163,0,163.0,199.0,132.0,9,4,201.0,203.0
2023-09-23,Laptop,194,3,102,0,153,1,92,1,73.60000000000001,107.1,102.0,9,5,207.0,188.0
2023-09-24,Laptop,192,2,184,0,241,1,131,0,131.0,168.7,184.0,9,6,194.0,195.0
2023-09-25,Laptop,190,3,114,0,198,0,139,0,139.0,198.0,114.0,9,0,192.0,200.0
2023-09-26,Laptop,220,7,235,1,205,0,177,0,177.0,205.0,141.0,9,1,190.0,210.0
2023-09-27,Laptop,221,7,121,0,154,0,163,0,163.0,154.0,121.0,9,2,220.0,211.0
2023-09-28,Laptop,198,5,220,0,236,0,112,0,112.0,236.0,220.0,9,3,221.0,201.0
2023-09-29,Laptop,217,4,210,0,190,0,110,0,110.0,190.0,210.0,9,4,198.0,207.0
2023-09-30,Laptop,222,5,217,0,214,0,124,0,124.0,214.0,217.0,9,5,217.0,194.0
2023-10-01,Laptop,207,9,125,1,244,0,96,0,96.0,244.0,75.0,10,6,222.0,192.0
2023-10-02,Laptop,221,2,246,0,218,1,126,0,126.0,152.6,246.0,10,0,207.0,190.0
2023-10-03,Laptop,206,7,115,0,124,0,97,1,77.60000000000001,124.0,115.0,10,1,221.0,220.0
2023-10-04,Laptop,206,4,195,0,177,0,137,0,137.0,177.0,195.0,10,2,206.0,221.0
2023-10-05,Laptop,206,3,234,0,245,0,113,0,113.0,245.0,234.0,10,3,206.0,198.0
2023-10-06,Laptop,226,5,200,0,181,0,142,0,142.0,181.0,200.0,10,4,206.0,217.0
2023-10-07,Laptop,218,4,241,0,176,0,156,0,156.0,176.0,241.0,10,5,226.0,222.0
2023-10-08,Laptop,236,6,225,0,227,0,110,0,110.0,227.0,225.0,10,6,218.0,207.0
2023-10-09,Laptop,231,3,133,0,160,0,125,0,125.0,160.0,133.0,10,0,236.0,221.0
2023-10-10,Laptop,240,3,187,0,211,1,177,0,177.0,147.7,187.0,10,1,231.0,206.0
2023-10-11,Laptop,217,6,119,0,217,0,167,0,167.0,217.0,119.0,10,2,240.0,206.0
2023-10-12,Laptop,242,4,198,0,211,0,133,0,133.0,211.0,198.0,10,3,217.0,206.0
2023-10-13,Laptop,225,9,188,1,234,0,149,0,149.0,234.0,112.8,10,4,242.0,226.0
2023-10-14,Laptop,235,4,158,0,156,0,172,0,172.0,156.0,158.0,10,5,225.0,218.0
2023-10-15,Laptop,228,7,148,0,215,1,172,0,172.0,150.5,148.0,10,6,235.0,236.0
2023-10-16,Laptop,241,3,233,0,130,0,115,0,115.0,130.0,233.0,10,0,228.0,231.0
2023-10-17,Laptop,251,6,153,0,144,0,91,1,72.8,144.0,153.0,10,1,241.0,240.0
2023-10-18,Laptop,245,4,222,0,175,0,119,0,119.0,175.0,222.0,10,2,251.0,217.0
2023-10-19,Laptop,254,2,226,0,172,0,109,0,109.0,172.0,226.0,10,3,245.0,242.0
2023-10-20,Laptop,235,3,149,0,212,0,112,0,112.0,212.0,149.0,10,4,254.0,225.0
2023-10-21,Laptop,251,7,215,0,132,0,93,0,93.0,132.0,215.0,10,5,235.0,235.0
2023-10-22,Laptop,264,4,153,0,187,0,109,0,109.0,187.0,153.0,10,6,251.0,228.0
2023-10-23,Laptop,264,4,116,0,244,1,92,0,92.0,170.79999999999998,116.0,10,0,264.0,241.0
2023-10-24,Laptop,259,2,165,0,201,0,171,0,171.0,201.0,165.0,10,1,264.0,251.0
2023-10-25,Laptop,264,4,158,0,127,0,136,0,136.0,127.0,158.0,10,2,259.0,245.0
2023-10-26,Laptop,253,7,212,0,180,0,179,0,179.0,180.0,212.0,10,3,264.0,254.0
2023-10-27,Laptop,260,7,167,0,171,1,124,0,124.0,119.69999999999999,167.0,10,4,253.0,235.0
2023-10-28,Laptop,246,7,171,1,146,0,102,0,102.0,146.0,102.6,10,5,260.0,251.0
2023-10-29,Laptop,272,10,141,1,236,1,167,0,167.0,165.2,84.6,10,6,246.0,264.0
2023-10-30,Laptop,246,2,134,0,145,0,92,1,73.60000000000001,145.0,134.0,10,0,272.0,264.0
2023-10-31,Laptop,247,6,179,1,134,0,157,0,157.0,134.0,107.39999999999999,10,1,246.0,259.0
2023-11-01,Laptop,275,10,177,1,184,0,90,0,90.0,184.0,106.2,11,2,247.0,264.0
2023-11-02,Laptop,266,6,157,0,242,0,122,0,122.0,242.0,157.0,11,3,275.0,253.0
2023-11-03,Laptop,258,7,168,1,146,0,141,0,141.0,146.0,100.8,11,4,266.0,260.0
2023-11-04,Laptop,253,2,170,0,179,0,116,0,116.0,179.0,170.0,11,5,258.0,246.0
2023-11-05,Laptop,260,2,196,0,202,0,175,1,140.0,202.0,196.0,11,6,253.0,272.0
2023-11-06,Laptop,251,3,112,0,167,0,165,0,165.0,167.0,112.0,11,0,260.0,246.0
2023-11-07,Laptop,249,2,244,0,235,0,99,0,99.0,235.0,244.0,11,1,251.0,247.0
2023-11-08,Laptop,249,3,184,0,148,0,107,0,107.0,148.0,184.0,11,2,249.0,275.0
2023-11-09,Laptop,255,8,181,1,150,0,106,0,106.0,150.0,108.6,11,3,249.0,266.0
2023-11-10,Laptop,257,6,230,0,123,0,147,0,147.0,123.0,230.0,11,4,255.0,258.0
2023-11-11,Laptop,257,8,216,1,193,0,95,0,95.0,193.0,129.6,11,5,257.0,253.0
2023-11-12,Laptop,258,5,179,0,227,0,125,0,125.0,227.0,179.0,11,6,257.0,260.0
2023-11-13,Laptop,274,7,148,0,167,0,114,0,114.0,167.0,148.0,11,0,258.0,251.0
2023-11-14,Laptop,258,2,147,0,249,0,103,0,103.0,249.0,147.0,11,1,274.0,249.0
2023-11-15,Laptop,256,7,199,0,139,0,163,0,163.0,139.0,199.0,11,2,258.0,249.0
2023-11-16,Laptop,257,4,168,0,142,0,94,0,94.0,142.0,168.0,11,3,256.0,255.0
2023-11-17,Laptop,244,2,110,0,202,0,158,1,126.4,202.0,110.0,11,4,257.0,257.0
2023-11-18,Laptop,270,2,214,0,140,1,177,0,177.0,98.0,214.0,11,5,244.0,257.0
2023-11-19,Laptop,259,6,150,0,178,0,115,0,115.0,178.0,150.0,11,6,270.0,258.0
2023-11-20,Laptop,256,6,205,0,225,1,149,0,149.0,157.5,205.0,11,0,259.0,274.0
2023-11-21,Laptop,240,3,218,0,172,0,164,0,164.0,172.0,218.0,11,1,256.0,258.0
2023-11-22,Laptop,259,4,117,0,177,0,153,0,153.0,177.0,117.0,11,2,240.0,256.0
2023-11-23,Laptop,252,5,225,1,159,0,95,0,95.0,159.0,135.0,11,3,259.0,257.0
2023-11-24,Laptop,259,3,186,0,230,0,169,0,169.0,230.0,186.0,11,4,252.0,244.0
2023-11-25,Laptop,240,5,123,0,164,0,162,0,162.0,164.0,123.0,11,5,259.0,270.0
2023-11-26,Laptop,260,8,181,1,196,0,161,0,161.0,196.0,108.6,11,6,240.0,259.0
2023-11-27,Laptop,255,3,151,0,138,0,165,1,132.0,138.0,151.0,11,0,260.0,256.0
2023-11-28,Laptop,238,5,110,0,165,1,178,0,178.0,115.49999999999999,110.0,11,1,255.0,240.0
2023-11-29,Laptop,253,5,189,0,133,1,152,0,152.0,93.1,189.0,11,2,238.0,259.0
2023-11-30,Laptop,255,7,174,0,194,0,143,0,143.0,194.0,174.0,11,3,253.0,252.0
2023-12-01,Laptop,226,3,239,0,216,0,166,1,132.8,216.0,239.0,12,4,255.0,259.0
2023-12-02,Laptop,242,3,204,0,214,1,165,0,165.0,149.79999999999998,204.0,12,5,226.0,240.0
2023-12-03,Laptop,230,4,187,0,245,0,93,0,93.0,245.0,187.0,12,6,242.0,260.0
2023-12-04,Laptop,227,7,210,0,169,0,133,0,133.0,169.0,210.0,12,0,230.0,255.0
2023-12-05,Laptop,223,2,223,0,132,0,165,0,165.0,132.0,223.0,12,1,227.0,238.0
2023-12-06,Laptop,244,10,144,1,219,0,151,1,120.80000000000001,219.0,86.39999999999999,12,2,223.0,253.0
2023-12-07,Laptop,238,3,140,0,153,0,105,0,105.0,153.0,140.0,12,3,244.0,255.0
2023-12-08,Laptop,234,5,108,1,203,0,142,1,113.60000000000001,203.0,64.8,12,4,238.0,226.0
2023-12-09,Laptop,228,4,135,0,206,0,98,1,78.4,206.0,135.0,12,5,234.0,242.0
2023-12-10,Laptop,225,7,124,0,187,0,130,0,130.0,187.0,124.0,12,6,228.0,230.0
2023-12-11,Laptop,242,6,154,0,226,0,164,0,164.0,226.0,154.0,12,0,225.0,227.0
2023-12-12,Laptop,237,10,141,1,215,1,144,0,144.0,150.5,84.6,12,1,242.0,223.0
2023-12-13,Laptop,216,5,138,1,204,0,142,1,113.60000000000001,204.0,82.8,12,2,237.0,244.0
2023-12-14,Laptop,237,3,116,0,139,0,161,0,161.0,139.0,116.0,12,3,216.0,238.0
2023-12-15,Laptop,233,5,247,0,125,1,123,0,123.0,87.5,247.0,12,4,237.0,234.0
2023-12-16,Laptop,240,4,181,0,181,1,108,0,108.0,126.69999999999999,181.0,12,5,233.0,228.0
2023-12-17,Laptop,236,5,249,1,200,0,171,0,171.0,200.0,149.4,12,6,240.0,225.0
2023-12-18,Laptop,215,7,223,0,145,0,170,1,136.0,145.0,223.0,12,0,236.0,242.0
2023-12-19,Laptop,221,3,144,0,215,0,98,0,98.0,215.0,144.0,12,1,215.0,237.0
2023-12-20,Laptop,216,5,192,0,189,0,139,0,139.0,189.0,192.0,12,2,221.0,216.0
2023-12-21,Laptop,221,5,102,0,216,0,125,0,125.0,216.0,102.0,12,3,216.0,237.0
2023-12-22,Laptop,236,2,198,0,124,1,161,0,161.0,86.8,198.0,12,4,221.0,233.0
2023-12-23,Laptop,216,5,202,0,235,0,106,0,106.0,235.0,202.0,12,5,236.0,240.0
2023-12-24,Laptop,230,6,110,0,121,1,173,0,173.0,84.69999999999999,110.0,12,6,216.0,236.0
2023-12-25,Laptop,217,5,239,0,231,0,155,0,155.0,231.0,239.0,12,0,230.0,215.0
2023-12-26,Laptop,231,2,192,0,232,1,98,0,98.0,162.39999999999998,192.0,12,1,217.0,221.0
2023-12-27,Laptop,220,3,222,0,216,0,127,1,101.60000000000001,216.0,222.0,12,2,231.0,216.0
2023-12-28,Laptop,235,8,144,1,221,0,94,0,94.0,221.0,86.39999999999999,12,3,220.0,221.0
2023-12-29,Laptop,235,6,147,1,187,0,125,0,125.0,187.0,88.2,12,4,235.0,236.0
2023-12-30,Laptop,226,7,120,1,136,1,162,0,162.0,95.19999999999999,72.0,12,5,235.0,216.0
2023-12-31,Laptop,245,7,183,1,136,0,93,0,93.0,136.0,109.8,12,6,226.0,230.0
2023-01-08,Smartphone,174,2,102,0,192,1,117,0,117.0,134.39999999999998,102.0,1,6,153.0,164.0
2023-01-09,Smartphone,169,7,223,1,201,1,95,0,95.0,140.7,133.79999999999998,1,0,174.0,151.0
2023-01-10,Smartphone,174,3,156,0,224,0,101,0,101.0,224.0,156.0,1,1,169.0,149.0
2023-01-11,Smartphone,164,4,181,0,135,0,137,0,137.0,135.0,181.0,1,2,174.0,148.0
2023-01-12,Smartphone,166,2,175,0,194,0,163,1,130.4,194.0,175.0,1,3,164.0,171.0
2023-01-13,Smartphone,180,6,127,0,121,1,160,0,160.0,84.69999999999999,127.0,1,4,166.0,165.0
2023-01-14,Smartphone,178,7,179,1,173,0,167,1,133.6,173.0,107.39999999999999,1,5,180.0,153.0
2023-01-15,Smartphone,163,9,157,1,220,0,156,0,156.0,220.0,94.2,1,6,178.0,174.0
2023-01-16,Smartphone,168,6,145,0,148,0,108,0,108.0,148.0,145.0,1,0,163.0,169.0
2023-01-17,Smartphone,185,7,136,0,222,0,143,1,114.4,222.0,136.0,1,1,168.0,174.0
2023-01-18,Smartphone,165,3,219,0,200,0,122,0,122.0,200.0,219.0,1,2,185.0,164.0
2023-01-19,Smartphone,185,3,128,0,181,1,140,0,140.0,126.69999999999999,128.0,1,3,165.0,166.0
2023-01-20,Smartphone,185,8,120,1,194,0,113,0,113.0,194.0,72.0,1,4,185.0,180.0
2023-01-21,Smartphone,167,8,117,1,176,0,159,0,159.0,176.0,70.2,1,5,185.0,178.0
2023-01-22,Smartphone,189,6,123,0,164,1,133,0,133.0,114.8,123.0,1,6,167.0,163.0
2023-01-23,Smartphone,178,6,216,0,249,1,157,0,157.0,174.29999999999998,216.0,1,0,189.0,168.0
2023-01-24,Smartphone,196,2,132,0,150,0,145,0,145.0,150.0,132.0,1,1,178.0,185.0
2023-01-25,Smartphone,173,2,196,0,246,0,108,0,108.0,246.0,196.0,1,2,196.0,165.0
2023-01-26,Smartphone,169,2,203,0,162,0,100,1,80.0,162.0,203.0,1,3,173.0,185.0
2023-01-27,Smartphone,195,10,210,1,233,0,101,0,101.0,233.0,126.0,1,4,169.0,185.0
2023-01-28,Smartphone,188,7,111,0,138,0,114,0,114.0,138.0,111.0,1,5,195.0,167.0
2023-01-29,Smartphone,168,3,245,0,152,0,92,0,92.0,152.0,245.0,1,6,188.0,189.0
2023-01-30,Smartphone,179,5,193,1,145,0,112,0,112.0,145.0,115.8,1,0,168.0,178.0
2023-01-31,Smartphone,192,5,165,0,158,0,131,0,131.0,158.0,165.0,1,1,179.0,196.0
2023-02-01,Smartphone,188,5,198,1,136,0,129,0,129.0,136.0,118.8,2,2,192.0,173.0
2023-02-02,Smartphone,194,6,210,0,223,0,100,0,100.0,223.0,210.0,2,3,188.0,169.0
2023-02-03,Smartphone,177,5,144,0,239,1,116,0,116.0,167.29999999999998,144.0,2,4,194.0,195.0
2023-02-04,Smartphone,189,4,100,0,248,0,102,0,102.0,248.0,100.0,2,5,177.0,188.0
2023-02-05,Smartphone,180,5,213,0,219,1,136,0,136.0,153.29999999999998,213.0,2,6,189.0,168.0
2023-02-06,Smartphone,189,6,142,0,185,0,110,0,110.0,185.0,142.0,2,0,180.0,179.0
2023-02-07,Smartphone,188,3,184,0,186,0,120,0,120.0,186.0,184.0,2,1,189.0,192.0
2023-02-08,Smartphone,170,5,175,1,136,1,126,0,126.0,95.19999999999999,105.0,2,2,188.0,188.0
2023-02-09,Smartphone,187,3,162,0,210,0,178,0,178.0,210.0,162.0,2,3,170.0,194.0
2023-02-10,Smartphone,186,7,181,0,224,0,149,0,149.0,224.0,181.0,2,4,187.0,177.0
2023-02-11,Smartphone,173,5,192,0,144,0,118,0,118.0,144.0,192.0,2,5,186.0,189.0
2023-02-12,Smartphone,170,3,216,0,234,0,179,0,179.0,234.0,216.0,2,6,173.0,180.0
2023-02-13,Smartphone,184,9,120,1,135,0,172,1,137.6,135.0,72.0,2,0,170.0,189.0
2023-02-14,Smartphone,183,6,151,0,134,0,176,0,176.0,134.0,151.0,2,1,184.0,188.0
2023-02-15,Smartphone,167,3,138,0,179,0,148,0,148.0,179.0,138.0,2,2,183.0,170.0
2023-02-16,Smartphone,180,7,120,0,212,0,168,0,168.0,212.0,120.0,2,3,167.0,187.0
2023-02-17,Smartphone,168,6,118,1,136,1,106,0,106.0,95.19999999999999,70.8,2,4,180.0,186.0
2023-02-18,Smartphone,159,4,110,0,246,0,100,0,100.0,246.0,110.0,2,5,168.0,173.0
2023-02-19,Smartphone,169,2,123,0,136,0,158,0,158.0,136.0,123.0,2,6,159.0,170.0
2023-02-20,Smartphone,165,2,222,0,120,1,103,0,103.0,84.0,222.0,2,0,169.0,184.0
2023-02-21,Smartphone,168,6,157,0,148,0,161,0,161.0,148.0,157.0,2,1,165.0,183.0
2023-02-22,Smartphone,145,6,176,0,229,0,105,0,105.0,229.0,176.0,2,2,168.0,167.0
2023-02-23,Smartphone,146,9,122,1,130,1,145,0,145.0,91.0,73.2,2,3,145.0,180.0
2023-02-24,Smartphone,159,5,137,0,227,0,137,0,137.0,227.0,137.0,2,4,146.0,168.0
2023-02-25,Smartphone,145,7,242,0,242,0,125,0,125.0,242.0,242.0,2,5,159.0,159.0
2023-02-26,Smartphone,158,6,165,0,194,0,127,0,127.0,194.0,165.0,2,6,145.0,169.0
2023-02-27,Smartphone,145,7,224,0,169,0,151,0,151.0,169.0,224.0,2,0,158.0,165.0
2023-02-28,Smartphone,142,8,240,1,216,0,99,0,99.0,216.0,144.0,2,1,145.0,168.0
2023-03-01,Smartphone,152,6,188,1,121,0,118,0,118.0,121.0,112.8,3,2,142.0,145.0
2023-03-02,Smartphone,138,2,200,0,143,0,133,0,133.0,143.0,200.0,3,3,152.0,146.0
2023-03-03,Smartphone,158,6,185,0,243,0,102,0,102.0,243.0,185.0,3,4,138.0,159.0
2023-03-04,Smartphone,160,3,181,0,219,0,171,0,171.0,219.0,181.0,3,5,158.0,145.0
2023-03-05,Smartphone,146,2,141,0,211,1,169,1,135.20000000000002,147.7,141.0,3,6,160.0,158.0
2023-03-06,Smartphone,149,6,120,1,186,0,146,0,146.0,186.0,72.0,3,0,146.0,145.0
2023-03-07,Smartphone,157,6,186,0,229,0,159,0,159.0,229.0,186.0,3,1,149.0,142.0
2023-03-08,Smartphone,140,7,104,1,227,0,137,0,137.0,227.0,62.4,3,2,157.0,152.0
2023-03-09,Smartphone,156,3,148,0,202,1,122,0,122.0,141.39999999999998,148.0,3,3,140.0,138.0
2023-03-10,Smartphone,151,10,112,1,230,0,120,0,120.0,230.0,67.2,3,4,156.0,158.0
2023-03-11,Smartphone,132,10,131,1,152,0,161,0,161.0,152.0,78.6,3,5,151.0,160.0
2023-03-12,Smartphone,151,9,225,1,173,1,151,0,151.0,121.1,135.0,3,6,132.0,146.0
2023-03-13,Smartphone,159,5,126,0,173,0,115,0,115.0,173.0,126.0,3,0,151.0,149.0
2023-03-14,Smartphone,146,2,227,0,128,0,111,0,111.0,128.0,227.0,3,1,159.0,157.0
2023-03-15,Smartphone,160,3,248,0,139,0,157,0,157.0,139.0,248.0,3,2,146.0,140.0
2023-03-16,Smartphone,139,6,220,0,158,0,127,0,127.0,158.0,220.0,3,3,160.0,156.0
2023-03-17,Smartphone,145,7,202,0,221,1,90,0,90.0,154.7,202.0,3,4,139.0,151.0
2023-03-18,Smartphone,163,5,231,0,247,0,141,0,141.0,247.0,231.0,3,5,145.0,132.0
2023-03-19,Smartphone,143,9,199,1,249,0,145,0,145.0,249.0,119.39999999999999,3,6,163.0,151.0
